채널,게시일,제목,주요내용,링크,id,썸네일URL,분야태그,비고
보도자료,2025-09-30,[2025.09.30] 스티로폼 대체할 B2B 수산물 패키징 개발,"스티로폼 대체할 B2B 수산물 패키징 개발 - 생기원‧엔피씨, 재활용 소재 기반 다회용 용기 공동개발 - 이마트에브리데이에서 활용, 3,000 톤 이상 폐기물 감축 기대 □ 수산물 유통 현장에서는 가볍고 보냉력이 뛰어난 발포 폴리스티렌(EPS, Expanded Polystyrene), 일명 스티로폼 상자가 널리 사용된다. ㅇ 그러나 음식물, 기름 등 이물질",https://www.kitech.re.kr/pages/61?id=14244&menuMode=READ&q=,14244,https://www.kitech.re.kr/api/v1/attachment/73037714-5516-409e-aa4f-834c7b5693c6?size=640,,
포토뉴스,2025-09-29,[2025.9.29.] 2025 뿌리기술경기대회 시상식 개최,"2025년 뿌리기술경기대회 시상식이 9월 29일, 서울 중소기업중앙회에서 열렸다. 1991년 시작해 올해로 33회째를 맞는 뿌리기술경기대회는 뿌리기술 우수기업, 기술인을 격려하고, 뿌리산업 미래 인재들의 자긍심을 고취하기 위해 마련됐다. 올해 대회는 2년 연속 역대 최대 인원을 경신했으며, 3월부터 약 6개월간 1,000명 이상이 참가하는 성과를 거뒀다.",https://www.kitech.re.kr/pages/60?id=12996&menuMode=READ&q=,12996,https://www.kitech.re.kr/api/v1/attachment/01468591-a3ef-4feb-8b42-a0dc01279562?size=640,,
포토뉴스,2025-09-25,"[2025.9.25.] KITECH-UST-UI, 상호협력 업무협약 체결","한국생산기술연구원이 9월 25일(목), 인간중심생산기술연구소 대회의실에서 생기원 이상목 원장, 강대임 UST 총장, Heri Hermansyah(헤리 헤르만샤) 인도네시아대학교(이하 UI, Universitas Indonesia ) 총장이 참석한 가운데 KITECH-UST-UI 상호협력을 위한 MoU를 체결했다. 이번 KITECH-UST-UI 협약으로 UI",https://www.kitech.re.kr/pages/60?id=12995&menuMode=READ&q=,12995,https://www.kitech.re.kr/api/v1/attachment/9d2cd2f7-f64c-4464-8e6d-ef9a3545b88a?size=640,,
보도자료,2025-09-24,"[2025.09.24] 생기원, 미래 제조기술 씨앗 키운다","생기원 , 미래 제조기술 씨앗 키운다 - 차세대 성장동력 견인할 6개 SEED사업 연구단 출범 - 제조AI, 저탄소 제조·소재, 바이오- 반도체 등 핵심기술 확보 목표 □ 한국생산기술연구원(원장 이상목, 이하 생기원)이 기관 중점 연구분야의 핵심기술 역량과 차세대 성장동력 확보를 위한 6개 SEED사업 연구단을 발족했다. ㅇ SEED사업은 정부의 PBS 제",https://www.kitech.re.kr/pages/61?id=14243&menuMode=READ&q=,14243,https://www.kitech.re.kr/api/v1/attachment/060432c1-5f61-41d2-a41a-06c7b12ce2e8?size=640,,
포토뉴스,2025-09-23,"[2025.9.23.] 생기원, 차세대 성장동력 견인할 6개 SEED사업 연구단 출범","한국생산기술연구원이 기관 중점 연구분야의 핵심 기술 역량과 차세대 성장동력 확보를 위한 6개 SEED사업 연구단을 발족했다. SEED사업은 정부의 PBS 제도 개편과 기관 임무 중심의 대형과제 추진 기조에 맞춰, 미래기술 씨앗 (SEED)을 심고 키우기 위해 기획한 신규 프로그램이다. 생기원은 9월 24일(수), 인간중심생산기술연구소 융복합동 강당에서 「K",https://www.kitech.re.kr/pages/60?id=12994&menuMode=READ&q=,12994,https://www.kitech.re.kr/api/v1/attachment/86b9f7f5-c527-45cd-b25e-37f991b64708?size=640,,
보도자료,2025-09-09,"[2025.09.09] 생기원, 세계 최경량 무릎 보조로봇 개발","생기원 , 세계 최경량 무릎 보조로봇 개발 - 1.1 ㎏ 초경량 설계에도 무릎 토크 40% 이상 보조 - 근육 부담은 줄이면서 작업 효율, 보행 안정성 높여 □ 한국생산기술연구원(원장 이상목, 이하 생기원)이 사용자의 착용 부담을 줄일 수 있는 세계 최경량 무릎 웨어러블 로봇을 개발했다. ㅇ 생기원 인간중심로봇연구부문 안범모 수석연구원 연구팀은 부품 수를",https://www.kitech.re.kr/pages/61?id=14242&menuMode=READ&q=,14242,https://www.kitech.re.kr/api/v1/attachment/bb7e32c8-6321-47c1-bb24-c9a9a4a7e50d?size=640,,
유튜브,2025-09-08,[Food Packaging] Youngjin Chemical – Advanced Printing&Laminating Technology for Flexible Packaging,,https://www.youtube.com/watch?v=qW-3u5aT-kA,qW-3u5aT-kA,https://i.ytimg.com/vi/qW-3u5aT-kA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDWa1erqZBy1Gfw0VJcVUbXxfdyyA,,
유튜브,2025-09-08,[What if..🧑 🔬❓] 로봇이 사람처럼 감정을 표현한다면?,,https://www.youtube.com/watch?v=g-8acxU1ARo,g-8acxU1ARo,https://i.ytimg.com/vi/g-8acxU1ARo/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBJzPxnG-3pL9GqvxU-9bu6mtGM1g,,
유튜브,2025-09-08,"[Zn-Ni Plating] Kwangjin Plating Co., Ltd. – Automated Plating Technology for Automotive Parts",,https://www.youtube.com/watch?v=djsxFmXFiMQ,djsxFmXFiMQ,https://i.ytimg.com/vi/djsxFmXFiMQ/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLB4kzwNNT4iFSUsBtAjdcY1scWRQA,,
유튜브,2025-09-08,[BPM] 인간을 위한 기술은 우리의 Allday Project,,https://www.youtube.com/watch?v=aLzC5LON6go,aLzC5LON6go,https://i.ytimg.com/vi/aLzC5LON6go/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLARExj5UAw3CTNsrm0HT4c1B4Cw3w,,
유튜브,2025-09-08,"[Knitting Process] SEOJINKNIT – From Recycled Yarn to Garment, 20 Years of Textile Innovation",,https://www.youtube.com/watch?v=TSUyvCLVs6k,TSUyvCLVs6k,https://i.ytimg.com/vi/TSUyvCLVs6k/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBLrXq8ZXsNHNGwynjVN5-IHot_cw,,
유튜브,2025-09-08,피 한 방울 안 섞인 거래처 직원이 기업 대표가 된 이유,,https://www.youtube.com/watch?v=E0ngotTk3N8,E0ngotTk3N8,https://i.ytimg.com/vi/E0ngotTk3N8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCHNxU1uO9rL2sUbDCOAgSOTA6rnA,,
포토뉴스,2025-09-05,"[2025.9.5.] KITECH-FhG, 기술협력 세미나 개최","한국생산기술연구원이 9월 5일(금) 제주시에서 ‘KITECH-프라운호퍼 기술협력 세미나’를 열었다. 생기원은 산업통산자원부와 한국산업기술진흥원이 글로벌 기술협력을 위해 지정한 산업기술 국제 협력 지원단(NCC)으로, 첨단로봇, 제조AI, 탄소중립분야 국제협력 허브 역할을 수행하고 있다. 양 기관은 세미나에서 제조AI, 탄소중립, 자율제조 분야의 연구동향을",https://www.kitech.re.kr/pages/60?id=12993&menuMode=READ&q=,12993,https://www.kitech.re.kr/api/v1/attachment/a13d2ce6-ebf7-4ddf-8ad0-39ac0d74001a?size=640,,
포토뉴스,2025-09-02,[2025.9.2.] 韓-伊 탄소발자국 상호인정 첫 성과 달성,"우리나라와 유럽연합(EU) 간 제품 탄소 발자국의 상호인정이 이루어진 첫 사례가 나왔다. 한국생산기술연구원이 검증한 국내 기업의 섬유탈취제 제품이 이탈리아의 탄소발자국 라벨을 받아 양국에서 동시에 인정받았다. 탄소발자국(Carbon Footprint)이란 원료의 채굴, 생산, 유통 등 제품 수명 주기 전 과정에서 발생 하는 탄소 배출량을 측정해 기준을 충족",https://www.kitech.re.kr/pages/60?id=12992&menuMode=READ&q=,12992,https://www.kitech.re.kr/api/v1/attachment/663f1eb8-303e-4b61-80a3-dc0a7453d59f?size=640,,
블로그,2025-08-28,[What if Technology 16화] 로봇이 사람처럼 감정을 표현한다면?,"로봇을 사람처럼 세밀하게 움직이고, 감정까지 표현할 수 있게 만드는 섬유형 인공근육 기술을 소개합니다. 영화 속 장면이 현실이 된다면? ​ 영화 속 로봇은 단순히 기계적인 움직임을 넘어서, 인간처럼 감정을 표현하기도 합니다. 월-E가 외로움과 사랑을 느끼는 장면, 빅 히어로의 베이맥스가 사람을 위로하는 모습, 아이, 로봇의 ‘써니’가 두려움과 희망을 드러내",https://blog.naver.com/kitechblog/223986799109,223986799109,https://mblogthumb-phinf.pstatic.net/MjAyNTA4MjhfMTU0/MDAxNzU2MzY5ODg4ODUx.ycrwJXSBHHvsCBFSlG5Ip_I0QSnHzpzxNqadun5SBpIg.GrCsrssaLIaTHvuQs8T00XqZClmmn-s3acSXu-bkS2cg.JPEG/%EB%B8%94%EB%A1%9C%EA%B7%B8_11%ED%99%94_%EC%B9%B4%EB%93%9C%EB%89%B4%EC%8A%A4_1.jpg?type=w800,,cat=57/43
블로그,2025-08-21,"[What if Technology 15화] 보이지 않는 탄소, 이제는 작고 값싼 센서로 실시간 측정한다","우리 눈에 보이지 않는 온실가스, 만약 손바닥만 한 센서로 도시 전체를 실시간으로 감시할 수 있다면 어떨까요? 단순한 측정을 넘어 기후위기 대응을 바꾸는 기술, 한국생산기술연구원의 저비용 초소형 온실가스 센서를 소개합니다. 지금도 더운데.. 앞으로 더 더워진다 올여름에도 폭염 뉴스가 이어지고 있습니다. 밖에 잠시 서 있기만 해도 땀이 줄줄 흐르고, 숨이 막",https://blog.naver.com/kitechblog/223978403504,223978403504,https://mblogthumb-phinf.pstatic.net/MjAyNTA4MjFfMTU5/MDAxNzU1NzU5MjU3MTE3.yvcENkoUYbZvLL-3EbVlh4kp4UY0BHuXcfUGB8VKgxwg.2jcMl_ERyAfdAbQ_kh2xoYy9u4nyWNn3w7p14Wko6Yog.JPEG/%EB%B8%94%EB%A1%9C%EA%B7%B8_10%ED%99%94_%EC%B9%B4%EB%93%9C%EB%89%B4%EC%8A%A4_1.jpg?type=w800,,cat=57/43
보도자료,2025-08-20,"[2025.08.20] 생기원, ‘통합형 스마트 공기정화 시스템’ 개발","□ 한국생산기술연구원(원장 이상목, 이하 생기원)이 공기 중 각종 유해물질을 빠르게 검출‧제거할 수 있는 ‘통합형 스마트 공기정화 시스템’을 개발했다. ㅇ 생기원 섬유솔루션부문 도성준 수석연구원 연구팀은 유해가스와 초미세먼지를 제거하고, 공기 중 병원체까지 실시간으로 탐지할 수 있는 ‘HAPs-Solver (Hazardous Air Pollutants So",https://www.kitech.re.kr/pages/61?id=14241&menuMode=READ&q=,14241,https://www.kitech.re.kr/api/v1/attachment/cf535327-14f8-4dfc-97be-0c54f25f41f7?size=640,,
블로그,2025-08-14,버려진 식물에서 플라스틱·전지 원료를? 차세대 친환경 화학소재 HMF 기술,"식물에서 얻은 당류로 고부가가치 원료를 더 쉽고 친환경적으로 만드는 촉매 기술에 대해 알아보겠습니다. “이거 그냥 버리긴 아까운데…” 주스를 짜고 남은 과일 찌꺼기, 사탕수수, 옥수수처럼 당분이 많은 작물들은 그동안 사료나 퇴비로만 활용되었습니다. 하지만 이 자원들이 플라스틱, 전지, 약품 같은 고부가가치 화학제품의 원료로 변신할 수 있다면 어떨까요? 석유",https://blog.naver.com/kitechblog/223969679900,223969679900,https://mblogthumb-phinf.pstatic.net/MjAyNTA4MTNfMjkw/MDAxNzU1MDkxNjM4ODQ0.k2J97s5P9uNW9jycwOHql9H0kDE9YsPNeiThsbN9eHUg.Ps-G4bNqimzdG3a-qWv45lUH009drN2nR79dTE-4IIAg.JPEG/%EB%B8%94%EB%A1%9C%EA%B7%B8_9%ED%99%94_%EC%B9%B4%EB%93%9C%EB%89%B4%EC%8A%A4_1.jpg?type=w800,,cat=12/77
유튜브,2025-08-08,AI와 로봇으로 5년 만에 수십억 투자 유치한 대표의 하루,,https://www.youtube.com/watch?v=d6hJ5MNrOfE,d6hJ5MNrOfE,https://i.ytimg.com/vi/d6hJ5MNrOfE/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLABPomtWzyUMRgeCHfFqaNF4H0zbg,,
유튜브,2025-08-08,[What if..🧑 🔬❓] 우리가 배출한 탄소가 청구서로 돌아온다면?,,https://www.youtube.com/watch?v=CXSGd1NVlPI,CXSGd1NVlPI,https://i.ytimg.com/vi/CXSGd1NVlPI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDRqPZl1GqFWOanwzqDqRqAGvY_Rg,,
유튜브,2025-08-08,"[ㅋㅋㅣ텍홍보실] EP.02 숏츠, 그냥 이렇게 만들면 되는 거 아니야?",,https://www.youtube.com/watch?v=77AOsLZ654c,77AOsLZ654c,https://i.ytimg.com/vi/77AOsLZ654c/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAzl1sJeeguvF210PGOpmCjB5JXpQ,,
유튜브,2025-08-08,[BPM] 뿌리기술이 AI를 만나면?,,https://www.youtube.com/watch?v=3-bdOg-oOS0,3-bdOg-oOS0,https://i.ytimg.com/vi/3-bdOg-oOS0/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDRJ3DhbD69XtEGn1fjrSa-mCIBjA,,
포토뉴스,2025-08-07,"[2025.8.7.] 생기원, 한미 제조기술 이노베이션 포럼 개최","한국생산기술연구원(원장 이상목)은 8월 7일(현지시간) 미국 조지아주 애틀랜타에서 열린 ‘한미과학자대회 (UKC) 2025’에서 ‘한미 제조기술 이노베이션 포럼’을 개최했다. 포럼에는 사우스웨스트연구소(SwRI), 현대위아, LIG넥스원 등 기업과 미국 조지아공대, 퍼듀대, 어번대, 미시 시피대 등 연구기관 관계자들이 참석했다. 참석자들은 AI 기반 지능형",https://www.kitech.re.kr/pages/60?id=12991&menuMode=READ&q=,12991,https://www.kitech.re.kr/api/v1/attachment/423dd66e-e1ff-420d-85f6-60f9d2aec19e?size=640,,
포토뉴스,2025-08-04,"[2025.8.4.] 생기원, 미 남동부 현지 법인장 간담회 및 한미 산학연 협력 포럼 개최","한국생산기술연구원이 현지시각 8월 4일(월), 미국 어번대학교(Arburn University)에서 '미 남동부 진출기업 법인장 간담회'를 개최했다. 간담회에는 현대모비스, 아진 USA 등의 자동차 부품기업과 한화, 롯데케미컬 등 석유화학 기업이 참여해 애로사항과 기술 수요를 공유했다. 이어 열린 ‘한-미 산학연 협력 포럼’에서는 생기원과 어번대학교의 공동",https://www.kitech.re.kr/pages/60?id=12990&menuMode=READ&q=,12990,https://www.kitech.re.kr/api/v1/attachment/6acd3fa6-4aeb-4b35-a423-f1697cedf789?size=640,,
포토뉴스,2025-08-04,"[2025.8.4.] 생기원, 인천시와 인공지능 전환 실증산단 구축사업 MoU",한국생산기술연구원이 인천시와 인공지능전환(AX) 실증산단 구축사업 협력을 위한 업무협약을 체결했다. 인천스타트업파크 커넥트홀에서 개최된 이번 협약식은 산업통상자원부가 주관하는 2025년 인공지능 전환 (AX) 실증산단 구축사업 공모를 앞두고 6개 유관기관* 간 협력체계를 구축하고자 마련됐다. 생기원은 AI 기반의 제조 기술 개발 및 산학연 협력을 통해 산업,https://www.kitech.re.kr/pages/60?id=12989&menuMode=READ&q=,12989,https://www.kitech.re.kr/api/v1/attachment/b3647427-45eb-4d55-afa2-637f7108efba?size=640,,
포토뉴스,2025-07-15,"[2025.7.15.] 생기원, MELT IN KITECH 개최","한국생산기술연구원이 7월 14일~15일 이틀 간 'MELT IN KITECH'을 진행했다. MELT IN KITECH은 입사 3년 미만 직원들의 조직 적응력을 높이고, 본부·연구소 간, 세대 간 소통을 통해 소속감과 연대감을 높이기 위한 조직문화 프로그램이다. 일정은 김택수 부원장의 환영사로 시작해, 생기원이 일하는 방식, 연구사업, 기술교류회 에 대한 소",https://www.kitech.re.kr/pages/60?id=12987&menuMode=READ&q=,12987,https://www.kitech.re.kr/api/v1/attachment/8e3eb7f2-b034-4e03-a525-6bba1b70b206?size=640,,
포토뉴스,2025-07-15,"[2025.7.15.] 생기원-중앙대, 학연교수 임용식 개최","한국생산기술연구원이 7월 15일(화) 오후 2시, 인간중심생산기술연구소에서 중앙대학교와 '학연교수 상호 임용식'을 개최했다. 이 자리에서 생기원 연구원 28명이 중앙대 학연교수로, 중앙대 교수 27명이 생기원 겸임연구원 으로 각각 임용돼 상호 임명장을 받았다. 생기원은 지난해 전체 연구자들을 대상으로 중앙대와의 학연교류 희망자 수요 조사를 진행했다. 제조A",https://www.kitech.re.kr/pages/60?id=12986&menuMode=READ&q=,12986,https://www.kitech.re.kr/api/v1/attachment/3d6ff9f2-d829-4be0-b277-ee0c2ff25485?size=640,,
블로그,2025-07-11,"[이달의 우수 연구자] 버려도 환경 걱정 없는 전기 장치, 이젠 수분으로 만든다!","이달의 우수연구자, 한국생산기술연구원 신은애 연구원을 소개합니다 ​ ​ 최근 전 세계적으로 ‘지속 가능한 기술’이 화두가 되고 있습니다. 특히 에너지 생산과 관련해서는 탄소중립, 환경보호, 전자폐기물 감축 등의 요구가 커지고 있는데요, 이 가운데 ‘수분’을 이용해 전기를 만들고, 심지어 사용 후 분해되는 소재로 만든 에너지 소자가 개발되어 화제를 모으고 있",https://blog.naver.com/kitechblog/223929324934,223929324934,https://mblogthumb-phinf.pstatic.net/MjAyNTA3MTFfMTY0/MDAxNzUyMjE1NTgxMDYx.MoVh7_tgjy4eaTKreJ4sxrcEqqaXnppiJvRxqeZfT4Mg.R39Sla9rxXvfN5aoQnM5WdSp4SBLvTSJT4wWaKd8TD0g.JPEG/%EC%9D%B4%EB%8B%AC%EC%9D%98%EC%9A%B0%EC%88%98%EC%97%B0%EA%B5%AC%EC%9E%90(6%EC%9B%94)_%ED%8F%AC%EC%8A%A4%ED%84%B0.jpg?type=w800,,cat=79/43
포토뉴스,2025-07-10,"[2025.7.10.] 국가과학기술자문회의 지원단, 지속가능기술연구소 방문","국가과학기술자문회의가 생기원의 친환경 에너지 및 탄소저감 연구개발(R&D) 현장을 점검하고, 연구성과 확산 방안을 논의하기 위해 방문했다. 지속가능기술연구소는 탈탄소·녹색전환(GX) 가속화를 위해 친환경 수소 활용 · 산업배출 저감 · 에너지 고효율화 등 실용화 기술 개발에 주력하며, 현장밀착형 기술 지원도 강화하고 있다. 이날 행사는 주요 현황 보고와 연",https://www.kitech.re.kr/pages/60?id=12985&menuMode=READ&q=,12985,https://www.kitech.re.kr/api/v1/attachment/dc4b80e7-91dd-4ff7-b066-00288532ff8e?size=640,,
블로그,2025-07-10,제11회 과학치안 아이디어 공모전 안내,"안녕하세요 한국생산기술연구원입니다 :) 국민의 안전을 과학기술로 지키는 특별한 공모전을 소개합니다! ​ 과학기술정보통신부와 경찰청이 함께 주최하는 ‘ 과학치안 아이디어 공모전 ’ 입니다 인공지능, 빅데이터, 자율주행, 가상현실, 로봇 등의 첨단과학기술을 활용해 치안 문제를 해결하고, 범죄에 신속하게 대응할 수 있는 아이디어를 찾습니다 ● 응모 대상 일반 국",https://blog.naver.com/kitechblog/223927859461,223927859461,https://mblogthumb-phinf.pstatic.net/MjAyNTA3MDlfMjA5/MDAxNzUyMDYzMjkyNTcy.bqRpuWBoPXEVaaPyvNs2HbTAx0aPbegQX7dItBPGqqEg._9YAh0TOpi6l5vUr8r-L0xsCVhv__pjiqY3yL9dDpb8g.JPEG/%EC%A0%9C11%ED%9A%8C_%EA%B3%BC%ED%95%99%EC%B9%98%EC%95%88_%EC%95%84%EC%9D%B4%EB%94%94%EC%96%B4_%EA%B3%B5%EB%AA%A8%EC%A0%84_%ED%8F%AC%EC%8A%A4%ED%84%B0.jpg?type=w800,,cat=21/21
보도자료,2025-07-10,"[2025.07.10] 고부가가치 화학연료, 더 쉽게 제조","고부가가치 화학원료 HMF, 더 쉽게 제조 - HMF를 친환경·고효율로 전환하는 촉매기술 개발 - 공정 효율은 높이고 환경 부담은 낮춘 산업용 HMF 생산기반 마련 □ 한국생산기술연구원(원장 이상목, 이하 생기원)이 서울대학교, 한국기술대학교와 함께 5-하이드록시메틸푸르푸랄(5-HMF, 이하 HMF)을 더 쉽고 안정적으로 생산할 수 있는 촉매기술을 개발했다",https://www.kitech.re.kr/pages/61?id=14240&menuMode=READ&q=,14240,https://www.kitech.re.kr/api/v1/attachment/bed4c9ea-3b36-4696-b4b3-4c6f866448c5?size=640,,
